week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
23rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.069746734,-0.152088036,11,6,2016,15.8309251,78.0425373,0.240019373,-0.857724251,0
19th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.077413893,-0.152088036,11,5,2017,15.8309251,78.0425373,-0.67574029,-1.003116501,2.139640395
22nd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.058245997,-0.152088036,25,5,2017,15.8309251,78.0425373,-0.72986586,0,1.891414467
8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,21,2,2018,15.8309251,78.0425373,-0.740641067,-0.712332001,0.694481154
16th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.059523856,-0.152088036,14,4,2019,15.8309251,78.0425373,-0.698847274,0,1.911999056
43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,30,9,2019,15.8309251,78.0425373,-0.318043209,0,-0.476822317
43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.030133083,-0.152088036,3,10,2019,15.8309251,78.0425373,-0.530091731,0.741590503,-0.312347424
50th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.036522381,-0.152088036,9,12,2019,15.8309251,78.0425373,-0.72595558,0.160021502,-0.439487534
8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.082525331,0.1855301,20,2,2021,15.8309251,78.0425373,-0.729138669,-0.4215475,0.314271685
29th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,-0.060801716,0.860766373,25,7,2021,15.8309251,78.0425373,1.217674953,-0.712332001,-0.654414861
22nd week,Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,-0.086358911,0.1855301,16,5,2022,15.52481495,78.41517104,0.0457603,0,-0.191261606
23rd week,Andhra Pradesh,Nandyal,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,31,5,2022,15.52481495,78.41517104,-0.74018177,0.741590503,0.44383351
26th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.058245997,-0.152088036,27,6,2009,13.4923257,79.202539,-0.527418458,-0.130762999,0.788019949
41st week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.078691752,0.1855301,24,9,2010,13.4923257,79.202539,-0.587083334,0.741590503,-0.088338661
49th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.064635295,-0.152088036,20,11,2010,13.4923257,79.202539,0.346175039,0.596198253,-0.802744988
27th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.009687327,0.1855301,19,6,2011,13.4923257,79.202539,-0.59015302,-0.27615525,0
27th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,5,7,2011,13.4923257,79.202539,-0.261310919,-0.130762999,1.004460849
28th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.073580313,0.1855301,14,7,2011,13.4923257,79.202539,-0.605888164,-0.712332001,0.369769342
2nd week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,6,1,2012,13.4923257,79.202539,-0.557195265,0.305413752,-0.538626547
31st week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,1,8,2013,13.4923257,79.202539,-0.565877563,-0.27615525,0.326380267
2nd week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,7,1,2014,13.4923257,79.202539,-0.73222543,0.014629251,-0.14888157
20th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.072302454,-0.152088036,12,5,2015,13.4923257,79.202539,-0.705082121,-0.857724251,0.813750685
34th week,Andhra Pradesh,Nellore,Malaria,-0.099137508,-0.152088036,19,8,2015,13.4923257,79.202539,-0.396070513,-0.130762999,0.735044903
34th week,Andhra Pradesh,Nellore,Dengue,-0.096581788,-0.152088036,20,8,2015,13.4923257,79.202539,-0.392180805,0,0.612950047
43rd week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.051856698,-0.152088036,15,10,2015,13.4923257,79.202539,0.209155889,0,-0.071689361
50th week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,6,12,2015,13.4923257,79.202539,0.840108631,0.305413752,-0.766419243
51st week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,6,12,2015,13.4923257,79.202539,0.840108631,0.305413752,-0.766419243
21st week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,27,5,2016,13.4923257,79.202539,-0.737345949,-0.130762999,0.486314442
25th week,Andhra Pradesh,Prakasam,Malaria,-0.063357436,0.1855301,15,6,2009,15.6589741,79.47164373,-0.639434596,-0.857724251,1.322311122
26th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.097859648,-0.152088036,25,6,2009,15.6589741,79.47164373,-0.530453556,0,1.548337992
8th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,19,2,2010,15.6589741,79.47164373,-0.738163365,-0.4215475,0.445044369
9th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.073580313,-0.152088036,25,2,2010,15.6589741,79.47164373,-0.728329424,0,0.672685707
16th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,19,4,2010,15.6589741,79.47164373,-0.723729021,-0.712332001,1.706153165
19th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,1,5,2010,15.6589741,79.47164373,-0.713010757,0,1.204252449
26th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.065913155,-0.152088036,30,6,2010,15.6589741,79.47164373,-0.559173585,-0.27615525,0.913646485
28th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.056968137,-0.152088036,14,7,2010,15.6589741,79.47164373,-0.601203664,0.160021502,-0.096411059
29th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.056968137,-0.152088036,14,7,2010,15.6589741,79.47164373,-0.601203664,0.160021502,-0.096411059
31st week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.074858173,0.1855301,26,7,2010,15.6589741,79.47164373,0.249342227,-0.857724251,0
44th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,26,10,2010,15.6589741,79.47164373,-0.278934523,-0.56693975,-0.460677552
25th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.077413893,-0.152088036,23,6,2011,15.6589741,79.47164373,-0.734564131,-0.712332001,1.246632485
25th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.077413893,-0.152088036,23,6,2011,15.6589741,79.47164373,-0.734564131,-0.712332001,1.246632485
27th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.077413893,-0.152088036,23,6,2011,15.6589741,79.47164373,-0.734564131,-0.712332001,1.246632485
46th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,13,11,2011,15.6589741,79.47164373,-0.740631131,0.014629251,0.374209165
14th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.036522381,-0.152088036,3,4,2012,15.6589741,79.47164373,-0.735904613,-0.857724251,1.403035011
17th week,Andhra Pradesh,Prakasam,Dengue,-0.068468875,-0.152088036,19,4,2012,15.6589741,79.47164373,-0.719825264,-0.857724251,2.020572684
11th week,Andhra Pradesh,Prakasam,Chikungunya,-0.078691752,-0.152088036,11,3,2013,15.6589741,79.47164373,-0.715405742,-0.56693975,1.071058049
20th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,17,5,2013,15.6589741,79.47164373,-0.675538865,0,1.902514011
5th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.049300979,-0.152088036,30,1,2014,15.6589741,79.47164373,-0.65082242,-0.56693975,-0.603558817
8th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,18,2,2015,15.6589741,79.47164373,-0.73902152,0,0.758757533
25th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,16,6,2016,15.6589741,79.47164373,-0.701915221,0,1.134628103
38th week,Andhra Pradesh,Prakasam,Dengue,-0.049300979,-0.152088036,23,9,2016,15.6589741,79.47164373,-0.058934215,-0.857724251,-0.266940243
20th week,Andhra Pradesh,Prakasam,Dengue,-0.077413893,-0.152088036,13,5,2017,15.6589741,79.47164373,-0.643960279,-0.857724251,1.615338802
23rd week,Andhra Pradesh,Prakasam,Diarrhea,-0.074858173,0.1855301,2,6,2018,15.6589741,79.47164373,-0.580922266,0,1.104962078
38th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.068468875,-0.152088036,28,8,2018,15.6589741,79.47164373,-0.666980358,0,0.836454276
20th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,-0.076136033,-0.152088036,15,5,2022,15.6589741,79.47164373,0.805667141,-0.712332001,0.563506651
37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,11,9,2013,13.1006135,79.1260283,0.337478358,-1.003116501,-0.351700315
37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,-0.048023119,-0.152088036,11,9,2013,13.1006135,79.1260283,0.337478358,-1.003116501,-0.351700315
37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,11,9,2013,13.1006135,79.1260283,0.337478358,-1.003116501,-0.351700315
33rd week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,16,8,2013,18.32002205,83.9160772,0.099141043,0.886982753,-0.424351806
28th week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,-0.097859648,0.523148237,16,7,2016,18.32002205,83.9160772,-0.061248539,1.032375004,-0.100447243
29th week,Andhra Pradesh,Srikakulam,Dengue,-0.085081051,-0.152088036,21,7,2016,18.32002205,83.9160772,-0.111056406,-0.130762999,-0.173098733
24th week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,18,6,2017,18.32002205,83.9160772,0.66826457,0,-0.560573352
45th week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,-0.067191015,-0.152088036,5,11,2018,18.32002205,83.9160772,-0.688734499,0.305413752,-0.339087199
49th week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,-0.063357436,-0.152088036,1,12,2018,18.32002205,83.9160772,-0.740578567,-0.27615525,-0.473996992
34th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,21,8,2009,17.7222517,83.32670984,-0.20026831,0,-0.420315622
12th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.067191015,-0.152088036,15,3,2010,17.7222517,83.32670984,-0.678316544,-0.56693975,0.150049044
43rd week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,7,10,2010,17.7222517,83.32670984,0.381529898,0,-0.353213888
44th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.04163382,-0.152088036,21,10,2010,17.7222517,83.32670984,0.791397216,0.305413752,-0.583276943
45th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,2,11,2010,17.7222517,83.32670984,3.576851243,0.014629251,-0.755824234
36th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,6,9,2011,17.7222517,83.32670984,0.248338862,0,0
50th week,Andhra Pradesh,Visakhapatnam,Chikungunya,-0.097859648,-0.152088036,14,12,2011,17.7222517,83.32670984,-0.732343468,-0.27615525,-0.324456006
24th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.04291168,0.1855301,6,6,2012,17.7222517,83.32670984,-0.710415223,-0.712332001,1.002947276
38th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,15,9,2012,17.7222517,83.32670984,-0.056751583,-0.130762999,0
45th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.04291168,-0.152088036,5,11,2012,17.7222517,83.32670984,1.597081697,0.305413752,0.126588667
46th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.04418954,-0.152088036,13,11,2012,17.7222517,83.32670984,-0.652487548,0.886982753,-0.373394868
48th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,26,11,2012,17.7222517,83.32670984,-0.296404182,0.596198253,-0.572681934
48th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.100415368,-0.152088036,27,11,2012,17.7222517,83.32670984,-0.322307595,0.596198253,-0.577727186
49th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.067191015,-0.152088036,3,12,2012,17.7222517,83.32670984,-0.7400721,0.305413752,-0.446752683
23rd week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,4,6,2013,17.7222517,83.32670984,-0.687208096,-0.27615525,0.739081087
43rd week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,26,10,2013,17.7222517,83.32670984,3.328852896,0.596198253,0
44th week,Andhra Pradesh,Visakhapatnam,Chikungunya,-0.100415368,-0.152088036,28,10,2013,17.7222517,83.32670984,3.401079989,0.596198253,0
46th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,16,11,2013,17.7222517,83.32670984,-0.739870929,0,-0.342114345
16th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.095303929,0.523148237,9,4,2014,17.7222517,83.32670984,-0.735228728,-0.130762999,0.688628683
34th week,Andhra Pradesh,Visakhapatnam,Chikungunya,-0.083803191,-0.152088036,19,8,2014,17.7222517,83.32670984,-0.362759999,0.886982753,0.109434832
24th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,8,6,2015,17.7222517,83.32670984,1.007453301,-0.857724251,0.323353121
38th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.046745259,-0.152088036,18,9,2015,17.7222517,83.32670984,3.573797897,-0.27615525,0
43rd week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,21,10,2015,17.7222517,83.32670984,-0.587466154,1.032375004,-0.152514144
1st week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.08763677,-0.152088036,6,1,2016,17.7222517,83.32670984,-0.733253577,0.014629251,-0.400134643
21st week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,23,5,2016,17.7222517,83.32670984,2.311151704,0,0.476223967
25th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.060801716,-0.152088036,21,6,2016,17.7222517,83.32670984,-0.177252054,0.596198253,0.00096213
6th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.083803191,-0.152088036,31,1,2019,17.7222517,83.32670984,-0.72447294,0.014629251,-0.464310126
9th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,0.056761378,-0.152088036,27,2,2019,17.7222517,83.32670984,-0.73826015,-0.27615525,0.646753151
20th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.092748209,-0.152088036,19,5,2019,17.7222517,83.32670984,-0.700167512,-0.27615525,0.615775372
24th week,Andhra Pradesh,Visakhapatnam,Dengue,-0.095303929,-0.152088036,3,6,2019,17.7222517,83.32670984,-0.732604458,-0.27615525,0.576119767
5th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,2,2,2020,17.7222517,83.32670984,-0.570151116,0,-0.269210602
33rd week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.081247472,-0.152088036,2,8,2010,18.1120819,83.40521962,0.605245725,-0.857724251,-0.224560206
38th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.078691752,-0.152088036,12,9,2010,18.1120819,83.40521962,0.03981896,0.160021502,-0.484894715
39th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,14,9,2010,18.1120819,83.40521962,-0.132543153,0,-1.196273897
46th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.04418954,-0.152088036,6,11,2010,18.1120819,83.40521962,3.08078912,0.014629251,-0.634738415
16th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.085081051,-0.152088036,24,4,2011,18.1120819,83.40521962,-0.274353416,0.014629251,0.904565049
49th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.046745259,-0.152088036,7,12,2012,18.1120819,83.40521962,-0.740654208,0.305413752,-0.713948732
50th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.013520906,-0.152088036,7,12,2012,18.1120819,83.40521962,-0.740654208,0.305413752,-0.713948732
50th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.04163382,-0.152088036,10,12,2012,18.1120819,83.40521962,-0.739825609,0,-0.167801229
50th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.071024594,-0.152088036,10,12,2012,18.1120819,83.40521962,-0.739825609,0,-0.167801229
39th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.09147035,-0.152088036,25,9,2013,18.1120819,83.40521962,0.264844156,1.759336255,-0.050499342
44th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.060801716,-0.152088036,2,11,2013,18.1120819,83.40521962,-0.322700333,1.177767254,-0.556940777
45th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,9,11,2013,18.1120819,83.40521962,-0.733822348,0,-0.28560765
31st week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.079969612,-0.152088036,30,7,2015,18.1120819,83.40521962,-0.458252939,-0.857724251,0
40th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.04418954,-0.152088036,25,9,2015,18.1120819,83.40521962,0.366014867,1.323159504,0.132642958
25th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.065913155,-0.152088036,22,6,2016,18.1120819,83.40521962,-0.110850391,0.596198253,-0.242723079
27th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.096581788,-0.152088036,3,7,2016,18.1120819,83.40521962,2.78798927,0,0
28th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,9,7,2016,18.1120819,83.40521962,-0.402059575,-0.27615525,0.108425794
33rd week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,21,8,2016,18.1120819,83.40521962,-0.280751934,0.741590503,-0.324456006
36th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.065913155,-0.152088036,6,9,2016,18.1120819,83.40521962,0.236706065,0.741590503,0
27th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,-0.095303929,-0.152088036,30,6,2019,18.1120819,83.40521962,-0.554470531,0.450806002,0.244647339
4th week,Andhra Pradesh,West Godavari,Dengue,0,-0.152088036,23,1,2012,16.63713765,81.58909666,-0.739682553,0.160021502,-0.579745263
39th week,Andhra Pradesh,West Godavari,Dengue,-0.039078101,-0.152088036,31,8,2012,16.63713765,81.58909666,0.268233847,0.450806002,-0.497003297
51st week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,-0.055690277,-0.152088036,17,12,2012,16.63713765,81.58909666,-0.738835221,0,-0.485903754
8th week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,-0.082525331,-0.152088036,22,2,2013,16.63713765,81.58909666,-0.553266255,1.177767254,-0.375160693
11th week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,-0.09019249,-0.152088036,10,3,2013,16.63713765,81.58909666,-0.736082063,1.323159504,-0.16199919
46th week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,11,11,2013,16.63713765,81.58909666,-0.697289212,0.450806002,-0.550281057
38th week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,-0.099137508,-0.152088036,17,9,2015,16.63713765,81.58909666,1.398951172,-0.4215475,-0.130718697
50th week,Andhra Pradesh,West Godavari,Acute Diarrhoeal Disease,-0.064635295,-0.152088036,13,12,2016,16.63713765,81.58909666,-0.705136026,-0.4215475,-0.402405002
43rd week,Arunachal Pradesh,Changlang,Malaria,-0.062079576,0.523148237,20,10,2015,27.1398402,95.7382485,-0.58161526,5.830319265,-0.915960228
44th week,Arunachal Pradesh,Changlang,Malaria,-0.035244522,0.523148237,20,10,2015,27.1398402,95.7382485,-0.58161526,5.830319265,-0.915960228
46th week,Arunachal Pradesh,Changlang,Malaria,0.406894943,0.523148237,20,10,2015,27.1398402,95.7382485,-0.58161526,5.830319265,-0.915960228
22nd week,Arunachal Pradesh,Dibang Valley,Acute Gastroenteritis,-0.077413893,-0.152088036,30,5,2017,28.83416675,95.94523415,2.506679255,3.358651009,-0.708903479
13th week,Arunachal Pradesh,Dibang Valley,Acute Diarrhoeal Disease,-0.074858173,-0.152088036,19,3,2018,28.83416675,95.94523415,1.933140607,3.067866509,-3.362499186
28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,21,6,2010,27.3,93.05,4.504029784,-0.857724251,-2.584220089
28th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,-0.094026069,-0.152088036,22,6,2010,27.3,93.05,4.970341494,-0.857724251,-2.887439169
10th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,0.015869867,-0.152088036,24,1,2011,27.3,93.05,0.071056041,0,-3.628282557
11th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,0.041427062,-0.152088036,24,1,2011,27.3,93.05,0.071056041,0,-3.628282557
21st week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,0.174324473,-0.152088036,24,1,2011,27.3,93.05,0.071056041,0,-3.628282557
22nd week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,0.192214509,-0.152088036,24,1,2011,27.3,93.05,0.071056041,0,-3.628282557
38th week,Arunachal Pradesh,East Kameng,Dengue,-0.073580313,0.1855301,3,9,2012,27.3,93.05,4.056598681,0.305413752,-3.10640268
5th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,-0.076136033,0.523148237,28,1,2013,27.3,93.05,-0.432953658,1.904728506,-3.033246655
7th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,-0.062079576,0.523148237,28,1,2013,27.3,93.05,-0.432953658,1.904728506,-3.033246655
